model_id,source_repo,source_lang,target_lang,vocab_size,model_type,eval_method,variants,stars,quality_label,status
tcbig-bible_gmq-en,Helsinki-NLP/opus-mt-tc-bible-big-gmq-en,tcbig,en,55007,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tc-bible-big-gmq-en,Helsinki-NLP/opus-mt-tc-bible-big-gmq-en,tc,en,55007,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-en-es,Helsinki-NLP/opus-mt-tc-big-en-es,tcbig,es,55027,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-en-es,Helsinki-NLP/opus-mt-tc-big-en-es,tc,es,55027,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-efi,Helsinki-NLP/opus-mt-en-efi,en,efi,55090,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
efi-en,Helsinki-NLP/opus-mt-efi-en,efi,en,55090,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ss-en,Helsinki-NLP/opus-mt-ss-en,ss,en,55129,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ss,Helsinki-NLP/opus-mt-en-ss,en,ss,55129,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-ine-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_nld,tc,deu_eng_nld,55209,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
tcbig-bible_ine-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_nld,tcbig,deu_eng_nld,55209,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
ca-en,Helsinki-NLP/opus-mt-ca-en,ca,en,55255,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ca,Helsinki-NLP/opus-mt-en-ca,en,ca,55255,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-bi,Helsinki-NLP/opus-mt-sv-bi,sv,bi,55334,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bi-sv,Helsinki-NLP/opus-mt-bi-sv,bi,sv,55334,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
wal-en,Helsinki-NLP/opus-mt-wal-en,wal,en,55430,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-gl,Helsinki-NLP/opus-mt-en-gl,en,gl,55458,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_mkh-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-mkh-deu_eng_nld,tcbig,deu_eng_nld,55468,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-mkh-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-mkh-deu_eng_nld,tc,deu_eng_nld,55468,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,tokenizer_success
en-gmw,Helsinki-NLP/opus-mt-en-gmw,en,gmw,55477,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gmw-en,Helsinki-NLP/opus-mt-gmw-en,gmw,en,55485,translation,seq2seq,"base,ct2,ct2_int8,lora",0.16666666666666666,Experimental,api_success
tcbig-bible_roa-en,Helsinki-NLP/opus-mt-tc-bible-big-roa-en,tcbig,en,55523,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tc-bible-big-roa-en,Helsinki-NLP/opus-mt-tc-bible-big-roa-en,tc,en,55523,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
guw-fi,Helsinki-NLP/opus-mt-guw-fi,guw,fi,55617,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-guw,Helsinki-NLP/opus-mt-fi-guw,fi,guw,55617,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ve,Helsinki-NLP/opus-mt-fr-ve,fr,ve,55832,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-fj,Helsinki-NLP/opus-mt-en-fj,en,fj,55835,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fj-en,Helsinki-NLP/opus-mt-fj-en,fj,en,55835,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sal-en,Helsinki-NLP/opus-mt-sal-en,sal,en,55859,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
en-sal,Helsinki-NLP/opus-mt-en-sal,en,sal,55872,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-pon,Helsinki-NLP/opus-mt-sv-pon,sv,pon,55953,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pon-sv,Helsinki-NLP/opus-mt-pon-sv,pon,sv,55953,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pap-es,Helsinki-NLP/opus-mt-pap-es,pap,es,56010,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-pap,Helsinki-NLP/opus-mt-es-pap,es,pap,56010,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
aav-en,Helsinki-NLP/opus-mt-aav-en,aav,en,56039,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
mt-en,Helsinki-NLP/opus-mt-mt-en,mt,en,56041,translation,seq2seq,"base,ct2,ct2_int8,lora",2.5,Fair,api_success
en-mt,Helsinki-NLP/opus-mt-en-mt,en,mt,56041,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-aav,Helsinki-NLP/opus-mt-en-aav,en,aav,56071,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
mkh-en,Helsinki-NLP/opus-mt-mkh-en,mkh,en,56075,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
en-mkh,Helsinki-NLP/opus-mt-en-mkh,en,mkh,56075,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ig,Helsinki-NLP/opus-mt-en-ig,en,ig,56127,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ig-en,Helsinki-NLP/opus-mt-ig-en,ig,en,56127,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-ro,Helsinki-NLP/opus-mt-es-ro,es,ro,56140,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
tc-bible-big-gmq-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gmq-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,56160,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_gmq-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gmq-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,56160,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
ve-es,Helsinki-NLP/opus-mt-ve-es,ve,es,56171,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-ve,Helsinki-NLP/opus-mt-es-ve,es,ve,56171,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-gmq,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gmq,tc,gmq,56248,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-gmq,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gmq,tcbig,gmq,56248,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-itc-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_nld,tc,deu_eng_nld,56278,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_itc-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_nld,tcbig,deu_eng_nld,56278,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
en-hil,Helsinki-NLP/opus-mt-en-hil,en,hil,56301,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
hil-en,Helsinki-NLP/opus-mt-hil-en,hil,en,56301,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
en-chk,Helsinki-NLP/opus-mt-en-chk,en,chk,56327,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
chk-en,Helsinki-NLP/opus-mt-chk-en,chk,en,56327,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-gmw-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gmw-fra_ita_por_spa,tc,fra_ita_por_spa,56346,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_gmw-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gmw-fra_ita_por_spa,tcbig,fra_ita_por_spa,56346,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
rnd-sv,Helsinki-NLP/opus-mt-rnd-sv,rnd,sv,56352,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-rnd,Helsinki-NLP/opus-mt-sv-rnd,sv,rnd,56352,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-bi,Helsinki-NLP/opus-mt-de-bi,de,bi,56367,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bi-es,Helsinki-NLP/opus-mt-bi-es,bi,es,56412,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-bi,Helsinki-NLP/opus-mt-es-bi,es,bi,56412,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-en,Helsinki-NLP/opus-mt-sv-en,sv,en,56434,translation,seq2seq,"base,ct2,ct2_int8,lora",0.8333333333333334,Experimental,api_success
en-sv,Helsinki-NLP/opus-mt-en-sv,en,sv,56434,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-pon,Helsinki-NLP/opus-mt-fr-pon,fr,pon,56441,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pon-fr,Helsinki-NLP/opus-mt-pon-fr,pon,fr,56441,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
mg-es,Helsinki-NLP/opus-mt-mg-es,mg,es,56469,translation,seq2seq,"base,ct2,ct2_int8,lora",3.6666666666666665,Good,api_success
sv-id,Helsinki-NLP/opus-mt-sv-id,sv,id,56497,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
id-sv,Helsinki-NLP/opus-mt-id-sv,id,sv,56497,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ty,Helsinki-NLP/opus-mt-en-ty,en,ty,56506,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-et-en,Helsinki-NLP/opus-mt-tc-big-et-en,tc,en,56510,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-et-en,Helsinki-NLP/opus-mt-tc-big-et-en,tcbig,en,56510,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
lun-en,Helsinki-NLP/opus-mt-lun-en,lun,en,56530,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-lun,Helsinki-NLP/opus-mt-en-lun,en,lun,56530,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-cel-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-cel-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,56599,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_cel-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-cel-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,56599,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
en-gem,Helsinki-NLP/opus-mt-en-gem,en,gem,56629,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ro,Helsinki-NLP/opus-mt-fr-ro,fr,ro,56634,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
ro-fr,Helsinki-NLP/opus-mt-ro-fr,ro,fr,56634,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gem-en,Helsinki-NLP/opus-mt-gem-en,gem,en,56647,translation,seq2seq,"base,ct2,ct2_int8,lora",0.16666666666666666,Experimental,api_success
en-roa,Helsinki-NLP/opus-mt-en-roa,en,roa,56671,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ga,Helsinki-NLP/opus-mt-en-ga,en,ga,56683,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ga-en,Helsinki-NLP/opus-mt-ga-en,ga,en,56683,translation,seq2seq,"base,ct2,ct2_int8,lora",2.0,Fair,api_success
tc-big-de-gmq,Helsinki-NLP/opus-mt-tc-big-de-gmq,tc,gmq,56728,translation,seq2seq,"base,ct2,ct2_int8,lora",0.6666666666666666,Experimental,api_success
tcbig-de-gmq,Helsinki-NLP/opus-mt-tc-big-de-gmq,tcbig,gmq,56728,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
de-pon,Helsinki-NLP/opus-mt-de-pon,de,pon,56761,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
nl-sv,Helsinki-NLP/opus-mt-nl-sv,nl,sv,56781,translation,seq2seq,"base,ct2,ct2_int8,lora",2.8333333333333335,Fair,api_success
sv-nl,Helsinki-NLP/opus-mt-sv-nl,sv,nl,56781,translation,seq2seq,"base,ct2,ct2_int8,lora",1.1666666666666667,Basic,api_success
es-pon,Helsinki-NLP/opus-mt-es-pon,es,pon,56793,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pon-es,Helsinki-NLP/opus-mt-pon-es,pon,es,56793,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-gem-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gem-fra_ita_por_spa,tc,fra_ita_por_spa,56813,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_gem-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-gem-fra_ita_por_spa,tcbig,fra_ita_por_spa,56813,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ceb,Helsinki-NLP/opus-mt-en-ceb,en,ceb,56824,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
yo-en,Helsinki-NLP/opus-mt-yo-en,yo,en,56836,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-id,Helsinki-NLP/opus-mt-fr-id,fr,id,56844,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
id-fr,Helsinki-NLP/opus-mt-id-fr,id,fr,56844,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-de-es,Helsinki-NLP/opus-mt-tc-big-de-es,tcbig,es,56847,translation,seq2seq,"base,ct2,ct2_int8,lora",2.0,Fair,api_success
tc-big-de-es,Helsinki-NLP/opus-mt-tc-big-de-es,tc,es,56847,translation,seq2seq,"base,ct2,ct2_int8,lora",2.8333333333333335,Fair,api_success
tcbig-itc-eu,Helsinki-NLP/opus-mt-tc-big-itc-eu,tcbig,eu,56899,translation,seq2seq,"base,ct2,ct2_int8,lora",3.8333333333333335,Good,api_success
tc-big-itc-eu,Helsinki-NLP/opus-mt-tc-big-itc-eu,tc,eu,56899,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
fi-ve,Helsinki-NLP/opus-mt-fi-ve,fi,ve,56909,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-hu-en,Helsinki-NLP/opus-mt-tc-big-hu-en,tc,en,56973,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tc-big-en-hu,Helsinki-NLP/opus-mt-tc-big-en-hu,tc,hu,56973,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-hu-en,Helsinki-NLP/opus-mt-tc-big-hu-en,tcbig,en,56973,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-en-hu,Helsinki-NLP/opus-mt-tc-big-en-hu,tcbig,hu,56973,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-eu-itc,Helsinki-NLP/opus-mt-tc-big-eu-itc,tc,itc,56987,translation,seq2seq,"base,ct2,ct2_int8,lora",2.5,Fair,api_success
tcbig-eu-itc,Helsinki-NLP/opus-mt-tc-big-eu-itc,tcbig,itc,56987,translation,seq2seq,"base,ct2,ct2_int8,lora",2.0,Fair,api_success
en-tw,Helsinki-NLP/opus-mt-en-tw,en,tw,57000,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
da-de,Helsinki-NLP/opus-mt-da-de,da,de,57027,translation,seq2seq,"base,ct2,ct2_int8,lora",2.5,Fair,api_success
de-da,Helsinki-NLP/opus-mt-de-da,de,da,57027,translation,seq2seq,"base,ct2,ct2_int8,lora",0.8333333333333334,Experimental,api_success
itc-en,Helsinki-NLP/opus-mt-itc-en,itc,en,57043,translation,seq2seq,"base,ct2,ct2_int8,lora",0.6666666666666666,Experimental,api_success
tc-big-tr-en,Helsinki-NLP/opus-mt-tc-big-tr-en,tc,en,57060,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tc-big-en-tr,Helsinki-NLP/opus-mt-tc-big-en-tr,tc,tr,57060,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-en-tr,Helsinki-NLP/opus-mt-tc-big-en-tr,tcbig,tr,57060,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-tr-en,Helsinki-NLP/opus-mt-tc-big-tr-en,tcbig,en,57060,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
en-gmq,Helsinki-NLP/opus-mt-en-gmq,en,gmq,57068,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-mt,Helsinki-NLP/opus-mt-es-mt,es,mt,57085,translation,seq2seq,"base,ct2,ct2_int8,lora",2.6666666666666665,Fair,api_success
mt-es,Helsinki-NLP/opus-mt-mt-es,mt,es,57085,translation,seq2seq,"base,ct2,ct2_int8,lora",3.1666666666666665,Good,api_success
fr-mt,Helsinki-NLP/opus-mt-fr-mt,fr,mt,57092,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
srn-en,Helsinki-NLP/opus-mt-srn-en,srn,en,57092,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
mt-fr,Helsinki-NLP/opus-mt-mt-fr,mt,fr,57092,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-mkh,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-mkh,tc,mkh,57129,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-mkh,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-mkh,tcbig,mkh,57129,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-ro,Helsinki-NLP/opus-mt-sv-ro,sv,ro,57133,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
ro-sv,Helsinki-NLP/opus-mt-ro-sv,ro,sv,57133,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
da-fr,Helsinki-NLP/opus-mt-da-fr,da,fr,57138,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
en-itc,Helsinki-NLP/opus-mt-en-itc,en,itc,57148,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-gmq-tr,Helsinki-NLP/opus-mt-tc-big-gmq-tr,tcbig,tr,57177,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
tc-big-gmq-tr,Helsinki-NLP/opus-mt-tc-big-gmq-tr,tc,tr,57177,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
en-gaa,Helsinki-NLP/opus-mt-en-gaa,en,gaa,57186,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gaa-en,Helsinki-NLP/opus-mt-gaa-en,gaa,en,57186,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tl-en,Helsinki-NLP/opus-mt-tl-en,tl,en,57198,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
fi-ha,Helsinki-NLP/opus-mt-fi-ha,fi,ha,57208,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ha-fi,Helsinki-NLP/opus-mt-ha-fi,ha,fi,57208,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ceb-en,Helsinki-NLP/opus-mt-ceb-en,ceb,en,57239,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ru-bg,Helsinki-NLP/opus-mt-ru-bg,ru,bg,57274,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
sv-mt,Helsinki-NLP/opus-mt-sv-mt,sv,mt,57279,translation,seq2seq,"base,ct2,ct2_int8,lora",3.3333333333333335,Good,api_success
mt-sv,Helsinki-NLP/opus-mt-mt-sv,mt,sv,57279,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
en-pap,Helsinki-NLP/opus-mt-en-pap,en,pap,57294,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pap-en,Helsinki-NLP/opus-mt-pap-en,pap,en,57294,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-mul-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,57305,translation,seq2seq,"base,ct2,ct2_int8,lora",1.6666666666666667,Basic,api_success
tcbig-bible_mul-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-mul-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,57305,translation,seq2seq,"base,ct2,ct2_int8,lora",1.6666666666666667,Basic,api_success
tn-en,Helsinki-NLP/opus-mt-tn-en,tn,en,57306,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-tn,Helsinki-NLP/opus-mt-en-tn,en,tn,57306,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bg-ru,Helsinki-NLP/opus-mt-bg-ru,bg,ru,57310,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tcbig-en-et,Helsinki-NLP/opus-mt-tc-big-en-et,tcbig,et,57319,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-en-et,Helsinki-NLP/opus-mt-tc-big-en-et,tc,et,57319,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-st,Helsinki-NLP/opus-mt-en-st,en,st,57355,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
st-en,Helsinki-NLP/opus-mt-st-en,st,en,57355,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
en-tl,Helsinki-NLP/opus-mt-en-tl,en,tl,57373,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gmq-en,Helsinki-NLP/opus-mt-gmq-en,gmq,en,57388,translation,seq2seq,"base,ct2,ct2_int8,lora",0.8333333333333334,Experimental,api_success
ms-fr,Helsinki-NLP/opus-mt-ms-fr,ms,fr,57401,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ms,Helsinki-NLP/opus-mt-fr-ms,fr,ms,57403,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
id-es,Helsinki-NLP/opus-mt-id-es,id,es,57414,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-id,Helsinki-NLP/opus-mt-es-id,es,id,57414,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-sm,Helsinki-NLP/opus-mt-sv-sm,sv,sm,57440,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
af-en,Helsinki-NLP/opus-mt-af-en,af,en,57445,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
en-af,Helsinki-NLP/opus-mt-en-af,en,af,57445,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-to,Helsinki-NLP/opus-mt-en-to,en,to,57446,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
to-en,Helsinki-NLP/opus-mt-to-en,to,en,57446,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ts-en,Helsinki-NLP/opus-mt-ts-en,ts,en,57469,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ts,Helsinki-NLP/opus-mt-en-ts,en,ts,57469,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
cs-sv,Helsinki-NLP/opus-mt-cs-sv,cs,sv,57482,translation,seq2seq,"base,ct2,ct2_int8,lora",2.8333333333333335,Fair,api_success
sv-cs,Helsinki-NLP/opus-mt-sv-cs,sv,cs,57482,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
en-pag,Helsinki-NLP/opus-mt-en-pag,en,pag,57487,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pag-en,Helsinki-NLP/opus-mt-pag-en,pag,en,57487,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-bi,Helsinki-NLP/opus-mt-fr-bi,fr,bi,57508,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bi-fr,Helsinki-NLP/opus-mt-bi-fr,bi,fr,57508,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
